gene	p-value Repl. 1	p-value Repl. 2	Fisher Statistic	p-value combined	significant
NonTargetingControlGuideForHuman_0144	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0145	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0146	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0147	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0148	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0149	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0150	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0151	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0152	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0153	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0154	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0155	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0156	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0157	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0158	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0159	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0160	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0161	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0162	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0163	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0164	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0165	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0166	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0167	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0168	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0169	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0170	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0171	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0172	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0173	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0174	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0175	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0176	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0177	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0178	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0179	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0180	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0181	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0182	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0183	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0184	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0185	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0186	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0187	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0188	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0189	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0190	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0191	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0192	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0193	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0194	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0195	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0196	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0197	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0198	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0199	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0200	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0201	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0202	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0203	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0204	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0205	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0206	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0207	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0208	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0209	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0210	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0211	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0212	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0213	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0214	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0215	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0216	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0217	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0218	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0219	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0220	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0221	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0222	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0223	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0224	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0225	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0226	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0227	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0228	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0229	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0230	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0231	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0233	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0234	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0235	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0236	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0237	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0238	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0239	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0240	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0241	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0242	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0243	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0244	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0245	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0246	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0247	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0248	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0249	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0250	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0251	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0252	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0253	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0254	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0255	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0256	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0257	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0258	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0259	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0260	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0261	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0262	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0263	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0264	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0265	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0266	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0267	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0268	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0269	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0270	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0271	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0272	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0273	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0274	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0275	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0276	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0277	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0278	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0279	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0280	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0282	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0283	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0284	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0285	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0286	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0287	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0288	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0289	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0290	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0291	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0292	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0293	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0294	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0295	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0296	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0297	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0298	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0299	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0300	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0301	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0302	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0303	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0304	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0305	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0306	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0307	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0308	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0309	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0310	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0311	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0312	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0313	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0315	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0316	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0317	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0318	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0319	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0320	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0321	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0322	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0323	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0324	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0325	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0326	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0327	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0328	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0329	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0330	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0331	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0332	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0334	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0335	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0336	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0337	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0338	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0339	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0340	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0341	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0342	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0343	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0344	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0345	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0346	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0347	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0348	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0349	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0350	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0351	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0352	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0353	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0354	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0355	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0356	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0357	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0358	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0359	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0360	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0361	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0362	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0363	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0364	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0365	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0366	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0367	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0368	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0369	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0370	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0371	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0372	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0373	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0374	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0375	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0376	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0377	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0378	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0379	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0380	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0381	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0382	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0383	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0384	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0385	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0386	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0387	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0388	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0389	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0390	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0391	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0392	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0393	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0394	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0395	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0396	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0397	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0398	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0399	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0400	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0401	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0402	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0403	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0404	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0405	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0406	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0407	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0408	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0409	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0410	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0411	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0412	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0413	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0414	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0415	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0416	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0417	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0418	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0419	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0420	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0421	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0422	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0423	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0424	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0425	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0426	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0427	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0428	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0429	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0430	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0431	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0432	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0433	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0434	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0435	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0436	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0437	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0438	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0440	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0441	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0442	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0443	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0444	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0445	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0446	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0447	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0448	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0450	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0451	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0452	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0453	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0454	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0455	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0456	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0457	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0458	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0459	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0460	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0461	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0462	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0463	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0464	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0465	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0466	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0467	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0468	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0469	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0470	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0471	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0472	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0473	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0474	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0475	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0476	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0477	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0478	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0479	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0480	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0481	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0482	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0483	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0484	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0485	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0486	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0487	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0488	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0489	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0490	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0491	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0492	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0493	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0494	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0495	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0496	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0497	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0498	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0499	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0500	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0501	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0502	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0503	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0504	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0505	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0506	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0507	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0508	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0509	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0510	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0511	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0512	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0513	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0514	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0516	1.0	1.0	-0.0	1.0	False
NonTargetingControlGuideForHuman_0517	1.0	1.0	-0.0	1.0	False
